"범죄별","발생지역별","시점","범죄발생지역",
"주택법","충북","2016 년","9",
"주택법","충북","2017 년","31",
"주택법","충북","2018 년","7",
"주택법","충북","2019 년","17",
"주택법","충북","2020 년","11",
"주택법","충남","2014 년","14",
"주택법","충남","2015 년","26",
"주택법","충남","2016 년","24",
"주택법","충남","2017 년","20",
"주택법","충남","2018 년","14",
"주택법","충남","2019 년","19",
"주택법","충남","2020 년","6",
"주택법","전북","2014 년","14",
"주택법","전북","2015 년","18",
"주택법","전북","2016 년","40",
"주택법","전북","2017 년","5",
"주택법","전북","2018 년","6",
"주택법","전북","2019 년","6",
"주택법","전북","2020 년","6",
"주택법","전남","2014 년","7",
"주택법","전남","2015 년","8",
"주택법","전남","2016 년","7",
"주택법","전남","2017 년","6",
"주택법","전남","2018 년","5",
"주택법","전남","2019 년","5",
"주택법","전남","2020 년","9",
"주택법","경북","2014 년","11",
"주택법","경북","2015 년","11",
"주택법","경북","2016 년","15",
"주택법","경북","2017 년","5",
"주택법","경북","2018 년","5",
"주택법","경북","2019 년","7",
"주택법","경북","2020 년","6",
"주택법","경남","2014 년","9",
"주택법","경남","2015 년","50",
"주택법","경남","2016 년","26",
"주택법","경남","2017 년","17",
"주택법","경남","2018 년","24",
"주택법","경남","2019 년","31",
"주택법","경남","2020 년","21",
"주택법","제주","2014 년","3",
"주택법","제주","2015 년","11",
"주택법","제주","2016 년","14",
"주택법","제주","2017 년","12",
"주택법","제주","2018 년","5",
"주택법","제주","2019 년","2",
"주택법","제주","2020 년","2",
"직업안정법","계","2014 년","872",
"직업안정법","계","2015 년","525",
"직업안정법","계","2016 년","406",
"직업안정법","계","2017 년","473",
"직업안정법","계","2018 년","391",
"직업안정법","계","2019 년","343",
"직업안정법","계","2020 년","208",
"직업안정법","서울","2014 년","105",
"직업안정법","서울","2015 년","135",
"직업안정법","서울","2016 년","118",
"직업안정법","서울","2017 년","95",
"직업안정법","서울","2018 년","68",
"직업안정법","서울","2019 년","73",
"직업안정법","서울","2020 년","42",
"직업안정법","부산","2014 년","119",
"직업안정법","부산","2015 년","98",
"직업안정법","부산","2016 년","28",
"직업안정법","부산","2017 년","76",
"직업안정법","부산","2018 년","26",
"직업안정법","부산","2019 년","20",
"직업안정법","부산","2020 년","15",
"직업안정법","대구","2014 년","9",
"직업안정법","대구","2015 년","8",
"직업안정법","대구","2016 년","8",
"직업안정법","대구","2017 년","12",
"직업안정법","대구","2018 년","25",
"직업안정법","대구","2019 년","7",
"직업안정법","대구","2020 년","10",
"직업안정법","인천","2014 년","12",
"직업안정법","인천","2015 년","10",
"직업안정법","인천","2016 년","8",
"직업안정법","인천","2017 년","8",
"직업안정법","인천","2018 년","3",
"직업안정법","인천","2019 년","16",
"직업안정법","인천","2020 년","5",
"직업안정법","광주","2014 년","17",
"직업안정법","광주","2015 년","9",
"직업안정법","광주","2016 년","15",
"직업안정법","광주","2017 년","8",
"직업안정법","광주","2018 년","7",
"직업안정법","광주","2019 년","5",
"직업안정법","광주","2020 년","5",
"직업안정법","대전","2014 년","5",
"직업안정법","대전","2015 년","7",
"직업안정법","대전","2016 년","12",
"직업안정법","대전","2017 년","10",
"직업안정법","대전","2018 년","6",
"직업안정법","대전","2019 년","4",
"직업안정법","대전","2020 년","9",
"직업안정법","울산","2014 년","5",
"직업안정법","울산","2015 년","1",
"직업안정법","울산","2016 년","2",
"직업안정법","울산","2017 년","5",
"직업안정법","울산","2018 년","2",
"직업안정법","울산","2019 년","-",
"직업안정법","울산","2020 년","2",
"직업안정법","세종","2014 년","1",
"직업안정법","세종","2015 년","-",
"직업안정법","세종","2016 년","-",
"직업안정법","세종","2017 년","2",
"직업안정법","세종","2018 년","-",
"직업안정법","세종","2019 년","1",
"직업안정법","세종","2020 년","1",
"직업안정법","경기","2014 년","131",
"직업안정법","경기","2015 년","93",
"직업안정법","경기","2016 년","81",
"직업안정법","경기","2017 년","98",
"직업안정법","경기","2018 년","78",
"직업안정법","경기","2019 년","83",
"직업안정법","경기","2020 년","43",
"직업안정법","강원","2014 년","6",
"직업안정법","강원","2015 년","7",
"직업안정법","강원","2016 년","5",
"직업안정법","강원","2017 년","12",
"직업안정법","강원","2018 년","10",
"직업안정법","강원","2019 년","10",
"직업안정법","강원","2020 년","9",
"직업안정법","충북","2014 년","8",
"직업안정법","충북","2015 년","5",
"직업안정법","충북","2016 년","18",
"직업안정법","충북","2017 년","5",
"직업안정법","충북","2018 년","17",
"직업안정법","충북","2019 년","18",
"직업안정법","충북","2020 년","7",
"직업안정법","충남","2014 년","20",
"직업안정법","충남","2015 년","15",
"직업안정법","충남","2016 년","21",
"직업안정법","충남","2017 년","8",
"직업안정법","충남","2018 년","13",
"직업안정법","충남","2019 년","10",
"직업안정법","충남","2020 년","6",
"직업안정법","전북","2014 년","23",
"직업안정법","전북","2015 년","27",
"직업안정법","전북","2016 년","17",
"직업안정법","전북","2017 년","2",
"직업안정법","전북","2018 년","7",
"직업안정법","전북","2019 년","7",
"직업안정법","전북","2020 년","8",
"직업안정법","전남","2014 년","360",
"직업안정법","전남","2015 년","40",
"직업안정법","전남","2016 년","27",
"직업안정법","전남","2017 년","12",
"직업안정법","전남","2018 년","23",
"직업안정법","전남","2019 년","49",
"직업안정법","전남","2020 년","30",
"직업안정법","경북","2014 년","15",
"직업안정법","경북","2015 년","22",
"직업안정법","경북","2016 년","15",
"직업안정법","경북","2017 년","15",
"직업안정법","경북","2018 년","30",
"직업안정법","경북","2019 년","14",
"직업안정법","경북","2020 년","3",
"직업안정법","경남","2014 년","32",
"직업안정법","경남","2015 년","42",
"직업안정법","경남","2016 년","23",
"직업안정법","경남","2017 년","20",
"직업안정법","경남","2018 년","18",
"직업안정법","경남","2019 년","13",
"직업안정법","경남","2020 년","8",
"직업안정법","제주","2014 년","4",
"직업안정법","제주","2015 년","6",
"직업안정법","제주","2016 년","8",
"직업안정법","제주","2017 년","85",
"직업안정법","제주","2018 년","58",
"직업안정법","제주","2019 년","13",
"직업안정법","제주","2020 년","5",
"집회 및 시위에 관한법률","계","2014 년","411",
"집회 및 시위에 관한법률","계","2015 년","520",
"집회 및 시위에 관한법률","계","2016 년","531",
"집회 및 시위에 관한법률","계","2017 년","260",
"집회 및 시위에 관한법률","계","2018 년","192",
"집회 및 시위에 관한법률","계","2019 년","225",
"집회 및 시위에 관한법률","계","2020 년","282",
"집회 및 시위에 관한법률","서울","2014 년","234",
"집회 및 시위에 관한법률","서울","2015 년","301",
"집회 및 시위에 관한법률","서울","2016 년","384",
"집회 및 시위에 관한법률","서울","2017 년","112",
"집회 및 시위에 관한법률","서울","2018 년","106",
"집회 및 시위에 관한법률","서울","2019 년","116",
"집회 및 시위에 관한법률","서울","2020 년","160",
"집회 및 시위에 관한법률","부산","2014 년","7",
"집회 및 시위에 관한법률","부산","2015 년","12",
"집회 및 시위에 관한법률","부산","2016 년","17",
"집회 및 시위에 관한법률","부산","2017 년","38",
"집회 및 시위에 관한법률","부산","2018 년","5",
"집회 및 시위에 관한법률","부산","2019 년","14",
"집회 및 시위에 관한법률","부산","2020 년","17",
"집회 및 시위에 관한법률","대구","2014 년","12",
"집회 및 시위에 관한법률","대구","2015 년","21",
"집회 및 시위에 관한법률","대구","2016 년","6",
"집회 및 시위에 관한법률","대구","2017 년","9",
"집회 및 시위에 관한법률","대구","2018 년","7",
"집회 및 시위에 관한법률","대구","2019 년","2",
"집회 및 시위에 관한법률","대구","2020 년","13",
"집회 및 시위에 관한법률","인천","2014 년","8",
"집회 및 시위에 관한법률","인천","2015 년","11",
"집회 및 시위에 관한법률","인천","2016 년","12",
"집회 및 시위에 관한법률","인천","2017 년","8",
"집회 및 시위에 관한법률","인천","2018 년","10",
"집회 및 시위에 관한법률","인천","2019 년","6",
"집회 및 시위에 관한법률","인천","2020 년","8",
"집회 및 시위에 관한법률","광주","2014 년","11",
"집회 및 시위에 관한법률","광주","2015 년","17",
"집회 및 시위에 관한법률","광주","2016 년","3",
"집회 및 시위에 관한법률","광주","2017 년","7",
"집회 및 시위에 관한법률","광주","2018 년","2",
"집회 및 시위에 관한법률","광주","2019 년","2",
"집회 및 시위에 관한법률","광주","2020 년","12",
"집회 및 시위에 관한법률","대전","2014 년","9",
"집회 및 시위에 관한법률","대전","2015 년","6",
"집회 및 시위에 관한법률","대전","2016 년","5",
"집회 및 시위에 관한법률","대전","2017 년","6",
"집회 및 시위에 관한법률","대전","2018 년","4",
"집회 및 시위에 관한법률","대전","2019 년","8",
"집회 및 시위에 관한법률","대전","2020 년","3",
"집회 및 시위에 관한법률","울산","2014 년","13",
"집회 및 시위에 관한법률","울산","2015 년","18",
"집회 및 시위에 관한법률","울산","2016 년","6",
"집회 및 시위에 관한법률","울산","2017 년","7",
"집회 및 시위에 관한법률","울산","2018 년","1",
"집회 및 시위에 관한법률","울산","2019 년","1",
"집회 및 시위에 관한법률","울산","2020 년","-",
"집회 및 시위에 관한법률","세종","2014 년","4",
"집회 및 시위에 관한법률","세종","2015 년","1",
"집회 및 시위에 관한법률","세종","2016 년","2",
"집회 및 시위에 관한법률","세종","2017 년","1",
"집회 및 시위에 관한법률","세종","2018 년","-",
"집회 및 시위에 관한법률","세종","2019 년","-",
"집회 및 시위에 관한법률","세종","2020 년","1",
"집회 및 시위에 관한법률","경기","2014 년","38",
"집회 및 시위에 관한법률","경기","2015 년","45",
"집회 및 시위에 관한법률","경기","2016 년","28",
"집회 및 시위에 관한법률","경기","2017 년","19",
"집회 및 시위에 관한법률","경기","2018 년","31",
"집회 및 시위에 관한법률","경기","2019 년","30",
"집회 및 시위에 관한법률","경기","2020 년","19",
"집회 및 시위에 관한법률","강원","2014 년","10",
"집회 및 시위에 관한법률","강원","2015 년","9",
"집회 및 시위에 관한법률","강원","2016 년","6",
"집회 및 시위에 관한법률","강원","2017 년","1",
"집회 및 시위에 관한법률","강원","2018 년","2",
"집회 및 시위에 관한법률","강원","2019 년","3",
"집회 및 시위에 관한법률","강원","2020 년","2",
"집회 및 시위에 관한법률","충북","2014 년","7",
"집회 및 시위에 관한법률","충북","2015 년","8",
"집회 및 시위에 관한법률","충북","2016 년","13",
"집회 및 시위에 관한법률","충북","2017 년","4",
"집회 및 시위에 관한법률","충북","2018 년","2",
"집회 및 시위에 관한법률","충북","2019 년","3",
"집회 및 시위에 관한법률","충북","2020 년","1",
"집회 및 시위에 관한법률","충남","2014 년","13",
"집회 및 시위에 관한법률","충남","2015 년","23",
"집회 및 시위에 관한법률","충남","2016 년","9",
"집회 및 시위에 관한법률","충남","2017 년","12",
"집회 및 시위에 관한법률","충남","2018 년","7",
"집회 및 시위에 관한법률","충남","2019 년","19",
"집회 및 시위에 관한법률","충남","2020 년","7",
"집회 및 시위에 관한법률","전북","2014 년","7",
"집회 및 시위에 관한법률","전북","2015 년","11",
"집회 및 시위에 관한법률","전북","2016 년","9",
"집회 및 시위에 관한법률","전북","2017 년","8",
"집회 및 시위에 관한법률","전북","2018 년","1",
"집회 및 시위에 관한법률","전북","2019 년","-",
"집회 및 시위에 관한법률","전북","2020 년","12",
"집회 및 시위에 관한법률","전남","2014 년","7",
"집회 및 시위에 관한법률","전남","2015 년","8",
"집회 및 시위에 관한법률","전남","2016 년","4",
"집회 및 시위에 관한법률","전남","2017 년","2",
"집회 및 시위에 관한법률","전남","2018 년","4",
"집회 및 시위에 관한법률","전남","2019 년","5",
"집회 및 시위에 관한법률","전남","2020 년","3",
"집회 및 시위에 관한법률","경북","2014 년","7",
"집회 및 시위에 관한법률","경북","2015 년","8",
"집회 및 시위에 관한법률","경북","2016 년","5",
"집회 및 시위에 관한법률","경북","2017 년","11",
"집회 및 시위에 관한법률","경북","2018 년","3",
"집회 및 시위에 관한법률","경북","2019 년","2",
"집회 및 시위에 관한법률","경북","2020 년","7",
"집회 및 시위에 관한법률","경남","2014 년","23",
"집회 및 시위에 관한법률","경남","2015 년","20",
"집회 및 시위에 관한법률","경남","2016 년","21",
"집회 및 시위에 관한법률","경남","2017 년","15",
"집회 및 시위에 관한법률","경남","2018 년","7",
"집회 및 시위에 관한법률","경남","2019 년","11",
"집회 및 시위에 관한법률","경남","2020 년","15",
"집회 및 시위에 관한법률","제주","2014 년","1",
"집회 및 시위에 관한법률","제주","2015 년","1",
"집회 및 시위에 관한법률","제주","2016 년","1",
"집회 및 시위에 관한법률","제주","2018 년","-",
"집회 및 시위에 관한법률","제주","2019 년","3",
"집회 및 시위에 관한법률","제주","2020 년","2",
"청소년보호법","계","2014 년","9006",
"청소년보호법","계","2015 년","9118",
"청소년보호법","계","2016 년","8862",
"청소년보호법","계","2017 년","9082",
"청소년보호법","계","2018 년","8351",
"청소년보호법","계","2019 년","8065",
"청소년보호법","계","2020 년","7690",
"청소년보호법","서울","2014 년","1676",
"청소년보호법","서울","2015 년","1626",
"청소년보호법","서울","2016 년","1455",
"청소년보호법","서울","2017 년","1445",
"청소년보호법","서울","2018 년","1352",
"청소년보호법","서울","2019 년","1321",
"청소년보호법","서울","2020 년","1110",
"청소년보호법","부산","2014 년","583",
"청소년보호법","부산","2015 년","587",
"청소년보호법","부산","2016 년","573",
"청소년보호법","부산","2017 년","581",
"청소년보호법","부산","2018 년","514",
"청소년보호법","부산","2019 년","516",
"청소년보호법","부산","2020 년","458",
"청소년보호법","대구","2014 년","392",
"청소년보호법","대구","2015 년","382",
"청소년보호법","대구","2016 년","400",
"청소년보호법","대구","2017 년","421",
"청소년보호법","대구","2018 년","387",
"청소년보호법","대구","2019 년","399",
"청소년보호법","대구","2020 년","309",
"청소년보호법","인천","2014 년","617",
"청소년보호법","인천","2015 년","638",
"청소년보호법","인천","2016 년","610",
"청소년보호법","인천","2017 년","591",
"청소년보호법","인천","2018 년","510",
"청소년보호법","인천","2019 년","489",
"청소년보호법","인천","2020 년","506",
"청소년보호법","광주","2014 년","284",
"청소년보호법","광주","2015 년","299",
"청소년보호법","광주","2016 년","280",
"청소년보호법","광주","2017 년","324",
"청소년보호법","광주","2018 년","269",
"청소년보호법","광주","2019 년","266",
"청소년보호법","광주","2020 년","288",
"청소년보호법","대전","2014 년","291",
"청소년보호법","대전","2015 년","277",
"청소년보호법","대전","2016 년","277",
"청소년보호법","대전","2017 년","297",
"청소년보호법","대전","2018 년","281",
"청소년보호법","대전","2019 년","317",
"청소년보호법","대전","2020 년","275",
"청소년보호법","울산","2014 년","232",
"청소년보호법","울산","2015 년","174",
"청소년보호법","울산","2016 년","174",
"청소년보호법","울산","2017 년","124",
"청소년보호법","울산","2018 년","103",
"청소년보호법","울산","2019 년","141",
"청소년보호법","울산","2020 년","106",
"청소년보호법","세종","2014 년","12",
"청소년보호법","세종","2015 년","19",
"청소년보호법","세종","2016 년","17",
"청소년보호법","세종","2017 년","29",
"청소년보호법","세종","2018 년","20",
"청소년보호법","세종","2019 년","33",
"청소년보호법","세종","2020 년","22",
"청소년보호법","경기","2014 년","2334",
"청소년보호법","경기","2015 년","2280",
"청소년보호법","경기","2016 년","2103",
"청소년보호법","경기","2017 년","2246",
"청소년보호법","경기","2018 년","2056",
"청소년보호법","경기","2019 년","1915",
"청소년보호법","경기","2020 년","1783",
"청소년보호법","강원","2014 년","301",
"청소년보호법","강원","2015 년","322",
"청소년보호법","강원","2016 년","344",
"청소년보호법","강원","2017 년","306",
"청소년보호법","강원","2018 년","292",
"청소년보호법","강원","2019 년","324",
"청소년보호법","강원","2020 년","282",
"청소년보호법","충북","2014 년","313",
"청소년보호법","충북","2015 년","275",
"청소년보호법","충북","2016 년","300",
"청소년보호법","충북","2017 년","343",
"청소년보호법","충북","2018 년","371",
"청소년보호법","충북","2019 년","326",
"청소년보호법","충북","2020 년","295",
"청소년보호법","충남","2014 년","363",
"청소년보호법","충남","2015 년","365",
"청소년보호법","충남","2016 년","418",
"청소년보호법","충남","2017 년","427",
"청소년보호법","충남","2018 년","367",
"청소년보호법","충남","2019 년","341",
"청소년보호법","충남","2020 년","370",
"청소년보호법","전북","2014 년","302",
"청소년보호법","전북","2015 년","288",
"청소년보호법","전북","2016 년","323",
"청소년보호법","전북","2017 년","324",
"청소년보호법","전북","2018 년","381",
"청소년보호법","전북","2019 년","346",
"청소년보호법","전북","2020 년","399",
"청소년보호법","전남","2014 년","293",
"청소년보호법","전남","2015 년","366",
"청소년보호법","전남","2016 년","326",
"청소년보호법","전남","2017 년","390",
"청소년보호법","전남","2018 년","342",
"청소년보호법","전남","2019 년","275",
"청소년보호법","전남","2020 년","290",
"청소년보호법","경북","2014 년","434",
"청소년보호법","경북","2015 년","437",
"청소년보호법","경북","2016 년","465",
"청소년보호법","경북","2017 년","454",
"청소년보호법","경북","2018 년","417",
"청소년보호법","경북","2019 년","363",
"청소년보호법","경북","2020 년","441",
"청소년보호법","경남","2014 년","497",
"청소년보호법","경남","2015 년","668",
"청소년보호법","경남","2016 년","672",
"청소년보호법","경남","2017 년","659",
"청소년보호법","경남","2018 년","579",
"청소년보호법","경남","2019 년","653",
"청소년보호법","경남","2020 년","662",
"청소년보호법","제주","2014 년","82",
"청소년보호법","제주","2015 년","115",
"청소년보호법","제주","2016 년","125",
"청소년보호법","제주","2017 년","121",
"청소년보호법","제주","2018 년","110",
"청소년보호법","제주","2019 년","40",
"청소년보호법","제주","2020 년","94",
"총포·도검·화약류등의 안전관리에 관한법률","계","2014 년","365",
"총포·도검·화약류등의 안전관리에 관한법률","계","2015 년","280",
"총포·도검·화약류등의 안전관리에 관한법률","계","2016 년","166",
"총포·도검·화약류등의 안전관리에 관한법률","계","2017 년","48",
"총포·도검·화약류등의 안전관리에 관한법률","계","2018 년","349",
"총포·도검·화약류등의 안전관리에 관한법률","계","2019 년","371",
"총포·도검·화약류등의 안전관리에 관한법률","계","2020 년","392",
"총포·도검·화약류등의 안전관리에 관한법률","서울","2014 년","68",
"총포·도검·화약류등의 안전관리에 관한법률","서울","2015 년","36",
"총포·도검·화약류등의 안전관리에 관한법률","서울","2016 년","31",
"총포·도검·화약류등의 안전관리에 관한법률","서울","2017 년","10",
"총포·도검·화약류등의 안전관리에 관한법률","서울","2018 년","96",
"총포·도검·화약류등의 안전관리에 관한법률","서울","2019 년","97",
"총포·도검·화약류등의 안전관리에 관한법률","서울","2020 년","128",
"총포·도검·화약류등의 안전관리에 관한법률","부산","2014 년","34",
"총포·도검·화약류등의 안전관리에 관한법률","부산","2015 년","32",
"총포·도검·화약류등의 안전관리에 관한법률","부산","2016 년","13",
"총포·도검·화약류등의 안전관리에 관한법률","부산","2017 년","7",
"총포·도검·화약류등의 안전관리에 관한법률","부산","2018 년","37",
"총포·도검·화약류등의 안전관리에 관한법률","부산","2019 년","25",
"총포·도검·화약류등의 안전관리에 관한법률","부산","2020 년","53",
"총포·도검·화약류등의 안전관리에 관한법률","대구","2014 년","12",
"총포·도검·화약류등의 안전관리에 관한법률","대구","2015 년","8",
"총포·도검·화약류등의 안전관리에 관한법률","대구","2016 년","10",
"총포·도검·화약류등의 안전관리에 관한법률","대구","2017 년","2",
"총포·도검·화약류등의 안전관리에 관한법률","대구","2018 년","12",
"총포·도검·화약류등의 안전관리에 관한법률","대구","2019 년","30",
"총포·도검·화약류등의 안전관리에 관한법률","대구","2020 년","14",
"총포·도검·화약류등의 안전관리에 관한법률","인천","2014 년","20",
"총포·도검·화약류등의 안전관리에 관한법률","인천","2015 년","9",
"총포·도검·화약류등의 안전관리에 관한법률","인천","2016 년","5",
"총포·도검·화약류등의 안전관리에 관한법률","인천","2017 년","2",
"총포·도검·화약류등의 안전관리에 관한법률","인천","2018 년","20",
"총포·도검·화약류등의 안전관리에 관한법률","인천","2019 년","20",
"총포·도검·화약류등의 안전관리에 관한법률","인천","2020 년","18",
"총포·도검·화약류등의 안전관리에 관한법률","광주","2014 년","6",
"총포·도검·화약류등의 안전관리에 관한법률","광주","2015 년","7",
"총포·도검·화약류등의 안전관리에 관한법률","광주","2016 년","1",
"총포·도검·화약류등의 안전관리에 관한법률","광주","2017 년","3",
"총포·도검·화약류등의 안전관리에 관한법률","광주","2018 년","8",
"총포·도검·화약류등의 안전관리에 관한법률","광주","2019 년","2",
"총포·도검·화약류등의 안전관리에 관한법률","광주","2020 년","5",
"총포·도검·화약류등의 안전관리에 관한법률","대전","2014 년","6",
"총포·도검·화약류등의 안전관리에 관한법률","대전","2015 년","5",
"총포·도검·화약류등의 안전관리에 관한법률","대전","2016 년","7",
"총포·도검·화약류등의 안전관리에 관한법률","대전","2017 년","1",
"총포·도검·화약류등의 안전관리에 관한법률","대전","2018 년","6",
"총포·도검·화약류등의 안전관리에 관한법률","대전","2019 년","2",
"총포·도검·화약류등의 안전관리에 관한법률","대전","2020 년","9",
"총포·도검·화약류등의 안전관리에 관한법률","울산","2014 년","27",
"총포·도검·화약류등의 안전관리에 관한법률","울산","2015 년","7",
"총포·도검·화약류등의 안전관리에 관한법률","울산","2016 년","3",
"총포·도검·화약류등의 안전관리에 관한법률","울산","2018 년","3",
"총포·도검·화약류등의 안전관리에 관한법률","울산","2019 년","3",
"총포·도검·화약류등의 안전관리에 관한법률","울산","2020 년","2",
"총포·도검·화약류등의 안전관리에 관한법률","세종","2014 년","-",
"총포·도검·화약류등의 안전관리에 관한법률","세종","2015 년","-",
"총포·도검·화약류등의 안전관리에 관한법률","세종","2016 년","-",
"총포·도검·화약류등의 안전관리에 관한법률","세종","2017 년","1",
"총포·도검·화약류등의 안전관리에 관한법률","세종","2018 년","-",
"총포·도검·화약류등의 안전관리에 관한법률","세종","2019 년","1",
"총포·도검·화약류등의 안전관리에 관한법률","세종","2020 년","1",
"총포·도검·화약류등의 안전관리에 관한법률","경기","2014 년","77",
"총포·도검·화약류등의 안전관리에 관한법률","경기","2015 년","50",
"총포·도검·화약류등의 안전관리에 관한법률","경기","2016 년","31",
"총포·도검·화약류등의 안전관리에 관한법률","경기","2017 년","6",
"총포·도검·화약류등의 안전관리에 관한법률","경기","2018 년","52",
"총포·도검·화약류등의 안전관리에 관한법률","경기","2019 년","66",
"총포·도검·화약류등의 안전관리에 관한법률","경기","2020 년","66",
"총포·도검·화약류등의 안전관리에 관한법률","강원","2014 년","8",
"총포·도검·화약류등의 안전관리에 관한법률","강원","2015 년","9",
"총포·도검·화약류등의 안전관리에 관한법률","강원","2016 년","6",
"총포·도검·화약류등의 안전관리에 관한법률","강원","2017 년","1",
"총포·도검·화약류등의 안전관리에 관한법률","강원","2018 년","20",
"총포·도검·화약류등의 안전관리에 관한법률","강원","2019 년","10",
"총포·도검·화약류등의 안전관리에 관한법률","강원","2020 년","12",
"총포·도검·화약류등의 안전관리에 관한법률","충북","2014 년","12",
"총포·도검·화약류등의 안전관리에 관한법률","충북","2015 년","9",
"총포·도검·화약류등의 안전관리에 관한법률","충북","2016 년","3",
"총포·도검·화약류등의 안전관리에 관한법률","충북","2017 년","4",
"총포·도검·화약류등의 안전관리에 관한법률","충북","2018 년","19",
"총포·도검·화약류등의 안전관리에 관한법률","충북","2019 년","11",
"총포·도검·화약류등의 안전관리에 관한법률","충북","2020 년","7",
"총포·도검·화약류등의 안전관리에 관한법률","충남","2014 년","14",
"총포·도검·화약류등의 안전관리에 관한법률","충남","2015 년","19",
"총포·도검·화약류등의 안전관리에 관한법률","충남","2016 년","7",
"총포·도검·화약류등의 안전관리에 관한법률","충남","2017 년","1",
"총포·도검·화약류등의 안전관리에 관한법률","충남","2018 년","6",
"총포·도검·화약류등의 안전관리에 관한법률","충남","2019 년","15",
"총포·도검·화약류등의 안전관리에 관한법률","충남","2020 년","5",
"총포·도검·화약류등의 안전관리에 관한법률","전북","2014 년","22",
"총포·도검·화약류등의 안전관리에 관한법률","전북","2015 년","15",
"총포·도검·화약류등의 안전관리에 관한법률","전북","2016 년","9",
"총포·도검·화약류등의 안전관리에 관한법률","전북","2017 년","3",
"총포·도검·화약류등의 안전관리에 관한법률","전북","2018 년","14",
"총포·도검·화약류등의 안전관리에 관한법률","전북","2019 년","13",
"총포·도검·화약류등의 안전관리에 관한법률","전북","2020 년","16",
"총포·도검·화약류등의 안전관리에 관한법률","전남","2014 년","17",
"총포·도검·화약류등의 안전관리에 관한법률","전남","2015 년","13",
"총포·도검·화약류등의 안전관리에 관한법률","전남","2016 년","6",
"총포·도검·화약류등의 안전관리에 관한법률","전남","2018 년","16",
"총포·도검·화약류등의 안전관리에 관한법률","전남","2019 년","21",
"총포·도검·화약류등의 안전관리에 관한법률","전남","2020 년","9",
"총포·도검·화약류등의 안전관리에 관한법률","경북","2014 년","26",
"총포·도검·화약류등의 안전관리에 관한법률","경북","2015 년","19",
"총포·도검·화약류등의 안전관리에 관한법률","경북","2016 년","7",
"총포·도검·화약류등의 안전관리에 관한법률","경북","2017 년","3",
"총포·도검·화약류등의 안전관리에 관한법률","경북","2018 년","13",
"총포·도검·화약류등의 안전관리에 관한법률","경북","2019 년","27",
"총포·도검·화약류등의 안전관리에 관한법률","경북","2020 년","20",
"총포·도검·화약류등의 안전관리에 관한법률","경남","2014 년","9",
"총포·도검·화약류등의 안전관리에 관한법률","경남","2015 년","33",
"총포·도검·화약류등의 안전관리에 관한법률","경남","2016 년","19",
"총포·도검·화약류등의 안전관리에 관한법률","경남","2017 년","4",
"총포·도검·화약류등의 안전관리에 관한법률","경남","2018 년","14",
"총포·도검·화약류등의 안전관리에 관한법률","경남","2019 년","17",
"총포·도검·화약류등의 안전관리에 관한법률","경남","2020 년","13",
"총포·도검·화약류등의 안전관리에 관한법률","제주","2014 년","7",
"총포·도검·화약류등의 안전관리에 관한법률","제주","2015 년","9",
"총포·도검·화약류등의 안전관리에 관한법률","제주","2016 년","8",
"총포·도검·화약류등의 안전관리에 관한법률","제주","2018 년","13",
"총포·도검·화약류등의 안전관리에 관한법률","제주","2019 년","11",
"총포·도검·화약류등의 안전관리에 관한법률","제주","2020 년","14",
"최저임금법","계","2014 년","388",
"최저임금법","계","2015 년","470",
"최저임금법","계","2016 년","570",
"최저임금법","계","2017 년","665",
"최저임금법","계","2018 년","821",
"최저임금법","계","2019 년","884",
"최저임금법","계","2020 년","814",
"최저임금법","서울","2014 년","117",
"최저임금법","서울","2015 년","109",
"최저임금법","서울","2016 년","135",
"최저임금법","서울","2017 년","168",
"최저임금법","서울","2018 년","210",
"최저임금법","서울","2019 년","232",
"최저임금법","서울","2020 년","197",
"최저임금법","부산","2014 년","30",
"최저임금법","부산","2015 년","56",
"최저임금법","부산","2016 년","60",
"최저임금법","부산","2017 년","73",
"최저임금법","부산","2018 년","95",
"최저임금법","부산","2019 년","61",
"최저임금법","부산","2020 년","84",
"최저임금법","대구","2014 년","32",
"최저임금법","대구","2015 년","42",
"최저임금법","대구","2016 년","57",
"최저임금법","대구","2017 년","47",
"최저임금법","대구","2018 년","58",
"최저임금법","대구","2019 년","77",
"최저임금법","대구","2020 년","74",
"최저임금법","인천","2014 년","-",
"최저임금법","인천","2015 년","2",
"최저임금법","인천","2016 년","-",
"최저임금법","인천","2017 년","1",
"최저임금법","인천","2018 년","1",
"최저임금법","인천","2019 년","-",
"최저임금법","인천","2020 년","-",
"최저임금법","광주","2014 년","10",
"최저임금법","광주","2015 년","17",
"최저임금법","광주","2016 년","19",
"최저임금법","광주","2017 년","27",
"최저임금법","광주","2018 년","47",
"최저임금법","광주","2019 년","40",
"최저임금법","광주","2020 년","25",
"최저임금법","대전","2014 년","-",
"최저임금법","대전","2015 년","-",
"최저임금법","대전","2016 년","-",
"최저임금법","대전","2018 년","-",
"최저임금법","대전","2019 년","-",
"최저임금법","대전","2020 년","-",
"최저임금법","울산","2014 년","13",
"최저임금법","울산","2015 년","13",
"최저임금법","울산","2016 년","7",
"최저임금법","울산","2017 년","12",
"최저임금법","울산","2018 년","23",
"최저임금법","울산","2019 년","25",
"최저임금법","울산","2020 년","17",
"최저임금법","세종","2014 년","-",
