"범죄별","발생지역별","시점","범죄발생지역",
"부동산 실권리자 명의 등기에 관한법률","경기","2014 년","135",
"부동산 실권리자 명의 등기에 관한법률","경기","2015 년","135",
"부동산 실권리자 명의 등기에 관한법률","경기","2016 년","159",
"부동산 실권리자 명의 등기에 관한법률","경기","2017 년","127",
"부동산 실권리자 명의 등기에 관한법률","경기","2018 년","121",
"부동산 실권리자 명의 등기에 관한법률","경기","2019 년","89",
"부동산 실권리자 명의 등기에 관한법률","경기","2020 년","111",
"부동산 실권리자 명의 등기에 관한법률","강원","2014 년","20",
"부동산 실권리자 명의 등기에 관한법률","강원","2015 년","9",
"부동산 실권리자 명의 등기에 관한법률","강원","2016 년","16",
"부동산 실권리자 명의 등기에 관한법률","강원","2017 년","30",
"부동산 실권리자 명의 등기에 관한법률","강원","2018 년","20",
"부동산 실권리자 명의 등기에 관한법률","강원","2019 년","8",
"부동산 실권리자 명의 등기에 관한법률","강원","2020 년","26",
"부동산 실권리자 명의 등기에 관한법률","충북","2014 년","22",
"부동산 실권리자 명의 등기에 관한법률","충북","2015 년","19",
"부동산 실권리자 명의 등기에 관한법률","충북","2016 년","13",
"부동산 실권리자 명의 등기에 관한법률","충북","2017 년","25",
"부동산 실권리자 명의 등기에 관한법률","충북","2018 년","27",
"부동산 실권리자 명의 등기에 관한법률","충북","2019 년","17",
"부동산 실권리자 명의 등기에 관한법률","충북","2020 년","17",
"부동산 실권리자 명의 등기에 관한법률","충남","2014 년","42",
"부동산 실권리자 명의 등기에 관한법률","충남","2015 년","30",
"부동산 실권리자 명의 등기에 관한법률","충남","2016 년","27",
"부동산 실권리자 명의 등기에 관한법률","충남","2017 년","9",
"부동산 실권리자 명의 등기에 관한법률","충남","2018 년","31",
"부동산 실권리자 명의 등기에 관한법률","충남","2019 년","22",
"부동산 실권리자 명의 등기에 관한법률","충남","2020 년","25",
"부동산 실권리자 명의 등기에 관한법률","전북","2014 년","13",
"부동산 실권리자 명의 등기에 관한법률","전북","2015 년","12",
"부동산 실권리자 명의 등기에 관한법률","전북","2016 년","10",
"부동산 실권리자 명의 등기에 관한법률","전북","2017 년","18",
"부동산 실권리자 명의 등기에 관한법률","전북","2018 년","8",
"부동산 실권리자 명의 등기에 관한법률","전북","2019 년","10",
"부동산 실권리자 명의 등기에 관한법률","전북","2020 년","12",
"부동산 실권리자 명의 등기에 관한법률","전남","2014 년","14",
"부동산 실권리자 명의 등기에 관한법률","전남","2015 년","19",
"부동산 실권리자 명의 등기에 관한법률","전남","2016 년","11",
"부동산 실권리자 명의 등기에 관한법률","전남","2017 년","17",
"부동산 실권리자 명의 등기에 관한법률","전남","2018 년","9",
"부동산 실권리자 명의 등기에 관한법률","전남","2019 년","19",
"부동산 실권리자 명의 등기에 관한법률","전남","2020 년","16",
"부동산 실권리자 명의 등기에 관한법률","경북","2014 년","13",
"부동산 실권리자 명의 등기에 관한법률","경북","2015 년","18",
"부동산 실권리자 명의 등기에 관한법률","경북","2016 년","25",
"부동산 실권리자 명의 등기에 관한법률","경북","2017 년","14",
"부동산 실권리자 명의 등기에 관한법률","경북","2018 년","11",
"부동산 실권리자 명의 등기에 관한법률","경북","2019 년","13",
"부동산 실권리자 명의 등기에 관한법률","경북","2020 년","12",
"부동산 실권리자 명의 등기에 관한법률","경남","2014 년","33",
"부동산 실권리자 명의 등기에 관한법률","경남","2015 년","30",
"부동산 실권리자 명의 등기에 관한법률","경남","2016 년","36",
"부동산 실권리자 명의 등기에 관한법률","경남","2017 년","40",
"부동산 실권리자 명의 등기에 관한법률","경남","2018 년","29",
"부동산 실권리자 명의 등기에 관한법률","경남","2019 년","41",
"부동산 실권리자 명의 등기에 관한법률","경남","2020 년","42",
"부동산 실권리자 명의 등기에 관한법률","제주","2014 년","5",
"부동산 실권리자 명의 등기에 관한법률","제주","2015 년","5",
"부동산 실권리자 명의 등기에 관한법률","제주","2016 년","14",
"부동산 실권리자 명의 등기에 관한법률","제주","2017 년","9",
"부동산 실권리자 명의 등기에 관한법률","제주","2018 년","12",
"부동산 실권리자 명의 등기에 관한법률","제주","2019 년","9",
"부동산 실권리자 명의 등기에 관한법률","제주","2020 년","16",
"부정경쟁방지 및 영업비밀 보호에 관한법률","계","2014 년","525",
"부정경쟁방지 및 영업비밀 보호에 관한법률","계","2015 년","491",
"부정경쟁방지 및 영업비밀 보호에 관한법률","계","2016 년","563",
"부정경쟁방지 및 영업비밀 보호에 관한법률","계","2017 년","480",
"부정경쟁방지 및 영업비밀 보호에 관한법률","계","2018 년","625",
"부정경쟁방지 및 영업비밀 보호에 관한법률","계","2019 년","560",
"부정경쟁방지 및 영업비밀 보호에 관한법률","계","2020 년","674",
"부정경쟁방지 및 영업비밀 보호에 관한법률","서울","2014 년","194",
"부정경쟁방지 및 영업비밀 보호에 관한법률","서울","2015 년","181",
"부정경쟁방지 및 영업비밀 보호에 관한법률","서울","2016 년","223",
"부정경쟁방지 및 영업비밀 보호에 관한법률","서울","2017 년","148",
"부정경쟁방지 및 영업비밀 보호에 관한법률","서울","2018 년","198",
"부정경쟁방지 및 영업비밀 보호에 관한법률","서울","2019 년","211",
"부정경쟁방지 및 영업비밀 보호에 관한법률","서울","2020 년","240",
"부정경쟁방지 및 영업비밀 보호에 관한법률","부산","2014 년","25",
"부정경쟁방지 및 영업비밀 보호에 관한법률","부산","2015 년","25",
"부정경쟁방지 및 영업비밀 보호에 관한법률","부산","2016 년","30",
"부정경쟁방지 및 영업비밀 보호에 관한법률","부산","2017 년","31",
"부정경쟁방지 및 영업비밀 보호에 관한법률","부산","2018 년","48",
"부정경쟁방지 및 영업비밀 보호에 관한법률","부산","2019 년","25",
"부정경쟁방지 및 영업비밀 보호에 관한법률","부산","2020 년","31",
"부정경쟁방지 및 영업비밀 보호에 관한법률","대구","2014 년","15",
"부정경쟁방지 및 영업비밀 보호에 관한법률","대구","2015 년","17",
"부정경쟁방지 및 영업비밀 보호에 관한법률","대구","2016 년","23",
"부정경쟁방지 및 영업비밀 보호에 관한법률","대구","2017 년","19",
"부정경쟁방지 및 영업비밀 보호에 관한법률","대구","2018 년","24",
"부정경쟁방지 및 영업비밀 보호에 관한법률","대구","2019 년","10",
"부정경쟁방지 및 영업비밀 보호에 관한법률","대구","2020 년","23",
"부정경쟁방지 및 영업비밀 보호에 관한법률","인천","2014 년","31",
"부정경쟁방지 및 영업비밀 보호에 관한법률","인천","2015 년","22",
"부정경쟁방지 및 영업비밀 보호에 관한법률","인천","2016 년","21",
"부정경쟁방지 및 영업비밀 보호에 관한법률","인천","2017 년","22",
"부정경쟁방지 및 영업비밀 보호에 관한법률","인천","2018 년","35",
"부정경쟁방지 및 영업비밀 보호에 관한법률","인천","2019 년","39",
"부정경쟁방지 및 영업비밀 보호에 관한법률","인천","2020 년","27",
"부정경쟁방지 및 영업비밀 보호에 관한법률","광주","2014 년","10",
"부정경쟁방지 및 영업비밀 보호에 관한법률","광주","2015 년","7",
"부정경쟁방지 및 영업비밀 보호에 관한법률","광주","2016 년","6",
"부정경쟁방지 및 영업비밀 보호에 관한법률","광주","2017 년","7",
"부정경쟁방지 및 영업비밀 보호에 관한법률","광주","2018 년","9",
"부정경쟁방지 및 영업비밀 보호에 관한법률","광주","2019 년","18",
"부정경쟁방지 및 영업비밀 보호에 관한법률","광주","2020 년","6",
"부정경쟁방지 및 영업비밀 보호에 관한법률","대전","2014 년","7",
"부정경쟁방지 및 영업비밀 보호에 관한법률","대전","2015 년","10",
"부정경쟁방지 및 영업비밀 보호에 관한법률","대전","2016 년","20",
"부정경쟁방지 및 영업비밀 보호에 관한법률","대전","2017 년","16",
"부정경쟁방지 및 영업비밀 보호에 관한법률","대전","2018 년","25",
"부정경쟁방지 및 영업비밀 보호에 관한법률","대전","2019 년","15",
"부정경쟁방지 및 영업비밀 보호에 관한법률","대전","2020 년","55",
"부정경쟁방지 및 영업비밀 보호에 관한법률","울산","2014 년","10",
"부정경쟁방지 및 영업비밀 보호에 관한법률","울산","2015 년","4",
"부정경쟁방지 및 영업비밀 보호에 관한법률","울산","2016 년","4",
"부정경쟁방지 및 영업비밀 보호에 관한법률","울산","2017 년","2",
"부정경쟁방지 및 영업비밀 보호에 관한법률","울산","2018 년","2",
"부정경쟁방지 및 영업비밀 보호에 관한법률","울산","2019 년","2",
"부정경쟁방지 및 영업비밀 보호에 관한법률","울산","2020 년","7",
"부정경쟁방지 및 영업비밀 보호에 관한법률","세종","2014 년","2",
"부정경쟁방지 및 영업비밀 보호에 관한법률","세종","2015 년","-",
"부정경쟁방지 및 영업비밀 보호에 관한법률","세종","2016 년","-",
"부정경쟁방지 및 영업비밀 보호에 관한법률","세종","2017 년","1",
"부정경쟁방지 및 영업비밀 보호에 관한법률","세종","2018 년","1",
"부정경쟁방지 및 영업비밀 보호에 관한법률","세종","2019 년","1",
"부정경쟁방지 및 영업비밀 보호에 관한법률","세종","2020 년","3",
"부정경쟁방지 및 영업비밀 보호에 관한법률","경기","2014 년","142",
"부정경쟁방지 및 영업비밀 보호에 관한법률","경기","2015 년","147",
"부정경쟁방지 및 영업비밀 보호에 관한법률","경기","2016 년","136",
"부정경쟁방지 및 영업비밀 보호에 관한법률","경기","2017 년","150",
"부정경쟁방지 및 영업비밀 보호에 관한법률","경기","2018 년","179",
"부정경쟁방지 및 영업비밀 보호에 관한법률","경기","2019 년","147",
"부정경쟁방지 및 영업비밀 보호에 관한법률","경기","2020 년","167",
"부정경쟁방지 및 영업비밀 보호에 관한법률","강원","2014 년","6",
"부정경쟁방지 및 영업비밀 보호에 관한법률","강원","2015 년","3",
"부정경쟁방지 및 영업비밀 보호에 관한법률","강원","2016 년","7",
"부정경쟁방지 및 영업비밀 보호에 관한법률","강원","2017 년","5",
"부정경쟁방지 및 영업비밀 보호에 관한법률","강원","2018 년","6",
"부정경쟁방지 및 영업비밀 보호에 관한법률","강원","2019 년","3",
"부정경쟁방지 및 영업비밀 보호에 관한법률","강원","2020 년","7",
"부정경쟁방지 및 영업비밀 보호에 관한법률","충북","2014 년","9",
"부정경쟁방지 및 영업비밀 보호에 관한법률","충북","2015 년","7",
"부정경쟁방지 및 영업비밀 보호에 관한법률","충북","2016 년","12",
